,Region/Country/Economy,Year,Million tonnes of CO2
4123,Other Asia,1995,9.332236
4124,Asia (excl. China),1995,1615.121702
4125,People's Rep. of China,1995,2900.265046
4126,"Hong Kong, China",1995,36.527226
4127,"China (incl. Hong Kong, China)",1995,2936.792272
4128,Argentina,1995,117.327938
4129,Bolivia,1995,6.893805
4130,Brazil,1995,228.000209
4131,Colombia,1995,54.457808
4132,Costa Rica,1995,4.438795
4133,Cuba,1995,22.448802
4134,Curaçao,1995,2.633531
4135,Dominican Republic,1995,11.221463
4136,Ecuador,1995,16.691131
4137,El Salvador,1995,4.573345
4138,Guatemala,1995,5.85899
4139,Haiti,1995,0.902323
4140,Honduras,1995,3.575392
4141,Jamaica,1995,8.417
4142,Nicaragua,1995,2.513712
4143,Panama,1995,4.091661
4144,Paraguay,1995,3.489665
4145,Peru,1995,23.310638
4146,Suriname,1995,..
4147,Trinidad and Tobago,1995,8.163496
4148,Uruguay,1995,4.391965
4149,Venezuela,1995,106.098113
4150,Other Non-OECD Americas,1995,13.384143
4151,Non-OECD Americas,1995,652.883925
4152,Bahrain,1995,13.457588
4153,Islamic Rep. of Iran,1995,244.569989
4154,Iraq,1995,95.14489
4155,Jordan,1995,12.194147
4156,Kuwait,1995,32.351708
4157,Lebanon,1995,12.829853
4158,Oman,1995,14.691666
4159,Qatar,1995,16.831699
4160,Saudi Arabia,1995,191.6531
4161,Syrian Arab Republic ,1995,31.132913
4162,United Arab Emirates,1995,69.659182
4163,Yemen,1995,9.436415
4164,Middle East,1995,743.95315
4165,IEA/Accession/Association,1995,15945.43454
4166,European Union - 28,1995,3812.196032
4167,G7,1995,8756.274938
4168,G8,1995,10304.52712
4169,G20,1995,17730.659
4170,Africa,1995,578.447711
4171,Americas,1995,6504.177643
4172,Asia,1995,7318.544782
4173,Europe,1995,5953.180497
4174,Oceania,1995,315.240132
4175,Canada,1996,462.901198
4176,Chile,1996,42.914604
4177,Mexico,1996,304.782774
4178,United States,1996,5230.535479
4179,OECD Americas,1996,6041.134055
4180,Australia,1996,295.801549
4181,Israel,1996,47.059855
4182,Japan,1996,1131.661782
4183,Korea,1996,381.680344
4184,New Zealand,1996,24.946629
4185,OECD Asia Oceania,1996,1881.150159
4186,Austria,1996,63.265768
4187,Belgium,1996,116.439404
4188,Czech Republic,1996,124.62453
4189,Denmark,1996,71.637803
4190,Estonia,1996,16.848233
4191,Finland,1996,62.192974
4192,France,1996,359.52364
4193,Germany,1996,887.062102
4194,Greece,1996,76.379728
4195,Hungary,1996,57.343904
4196,Iceland,1996,2.2259
4197,Ireland,1996,33.99215
4198,Italy,1996,398.163469
4199,Latvia,1996,8.903572
4200,Lithuania,1996,13.914716
4201,Luxembourg,1996,8.308623
4202,Netherlands,1996,173.220894
4203,Norway,1996,32.365369
4204,Poland,1996,349.101188
4205,Portugal,1996,45.354497
4206,Slovak Republic,1996,41.07411
4207,Slovenia,1996,14.853948
4208,Spain,1996,217.984598
4209,Sweden,1996,62.422399
4210,Switzerland,1996,42.215175
4211,Turkey,1996,170.687558
4212,United Kingdom,1996,533.808846
4213,OECD Europe,1996,3983.915098
4214,Albania,1996,1.863265
4215,Armenia,1996,2.403509
4216,Azerbaijan,1996,27.072982
4217,Belarus,1996,57.83037
4218,Bosnia and Herzegovina,1996,4.129145
4219,Bulgaria,1996,53.136273
4220,Croatia,1996,14.650527
4221,Cyprus,1996,5.348298
4222,Georgia,1996,6.328856
4223,Gibraltar,1996,0.287056
4224,Kazakhstan,1996,148.261303
4225,Kosovo,1996,..
4226,Kyrgyzstan,1996,5.527695
4227,Malta,1996,2.324338
4228,Republic of Moldova,1996,10.20956
4229,Montenegro,1996,..
4230,Republic of North Macedonia,1996,9.862495
4231,Romania,1996,120.752931
4232,Russian Federation,1996,1521.658005
4233,Serbia,1996,51.652141
4234,Tajikistan,1996,2.21569
4235,Turkmenistan,1996,29.507358
4236,Ukraine,1996,343.950268
4237,Uzbekistan,1996,95.66238
4238,Former Soviet Union (if no detail),1996,x
4239,Former Yugoslavia (if no detail),1996,x
4240,Non-OECD Europe and Eurasia,1996,2514.634445
4241,Algeria,1996,54.892603
4242,Angola,1996,4.191566
4243,Benin,1996,0.907229
4244,Botswana,1996,2.915882
4245,Cameroon,1996,2.443261
4246,Congo,1996,0.422885
4247,Côte d'Ivoire,1996,3.875068
4248,Dem. Rep. of Congo,1996,1.152152
4249,Egypt,1996,85.962443
4250,Eritrea,1996,0.851347
4251,Ethiopia,1996,2.589803
4252,Gabon,1996,1.415124
4253,Ghana,1996,3.483325
4254,Kenya,1996,6.229158
4255,Libya,1996,34.676645
4256,Mauritius,1996,1.614123
4257,Morocco,1996,25.706733
4258,Mozambique,1996,1.088453
4259,Namibia,1996,1.923671
4260,Niger,1996,..
4261,Nigeria,1996,36.420383
4262,Senegal,1996,2.597371
4263,South Africa,1996,269.596588
4264,South Sudan,1996,..
4265,Sudan,1996,4.104243
4266,United Rep. of Tanzania,1996,2.775189
4267,Togo,1996,0.945054
4268,Tunisia,1996,14.772056
4269,Zambia,1996,1.620292
4270,Zimbabwe,1996,14.455191
4271,Other Africa,1996,17.011684
4272,Africa,1996,600.639522
4273,Bangladesh,1996,16.671599
4274,Brunei Darussalam,1996,4.712813
4275,Cambodia,1996,1.529809
4276,DPR of Korea,1996,67.126522
4277,India,1996,736.179644
4278,Indonesia,1996,214.605041
4279,Malaysia,1996,90.916783
4280,Mongolia,1996,8.65076
4281,Myanmar,1996,7.105212
4282,Nepal,1996,1.834007
4283,Pakistan,1996,82.219065
4284,Philippines,1996,62.157643
4285,Singapore,1996,38.520116
4286,Sri Lanka,1996,7.979738
4287,Chinese Taipei,1996,162.370767
4288,Thailand,1996,157.117163
4289,Viet Nam,1996,30.902736
4290,Other Asia,1996,9.808781
4291,Asia (excl. China),1996,1700.408199
4292,People's Rep. of China,1996,2871.980724
4293,"Hong Kong, China",1996,35.23401
4294,"China (incl. Hong Kong, China)",1996,2907.214734
4295,Argentina,1996,124.859923
4296,Bolivia,1996,6.468066
4297,Brazil,1996,246.282829
4298,Colombia,1996,54.364366
4299,Costa Rica,1996,4.173394
4300,Cuba,1996,24.405487
4301,Curaçao,1996,2.660956
4302,Dominican Republic,1996,12.025153
4303,Ecuador,1996,19.21079
4304,El Salvador,1996,3.983594
4305,Guatemala,1996,5.719038
4306,Haiti,1996,1.058212
4307,Honduras,1996,3.520901
4308,Jamaica,1996,8.773247
4309,Nicaragua,1996,2.66239
4310,Panama,1996,4.129179
4311,Paraguay,1996,3.44839
4312,Peru,1996,25.680164
4313,Suriname,1996,..
4314,Trinidad and Tobago,1996,8.497382
4315,Uruguay,1996,5.133205
4316,Venezuela,1996,114.098435
4317,Other Non-OECD Americas,1996,13.456891
4318,Non-OECD Americas,1996,694.611992
4319,Bahrain,1996,14.093192
4320,Islamic Rep. of Iran,1996,251.257752
4321,Iraq,1996,97.47167
4322,Jordan,1996,12.467323
4323,Kuwait,1996,31.444025
4324,Lebanon,1996,13.341125
4325,Oman,1996,14.93329
4326,Qatar,1996,17.632731
4327,Saudi Arabia,1996,203.527024
4328,Syrian Arab Republic ,1996,34.245485
4329,United Arab Emirates,1996,72.728666
4330,Yemen,1996,9.670132
4331,Middle East,1996,772.812415
4332,IEA/Accession/Association,1996,16379.23016
4333,European Union - 28,1996,3932.633463
4334,G7,1996,9003.656516
4335,G8,1996,10525.31452
4336,G20,1996,18134.60794
4337,Africa,1996,600.639522
4338,Americas,1996,6735.746047
4339,Asia,1996,7427.738335
4340,Europe,1996,6005.533914
4341,Oceania,1996,326.8628
4342,Canada,1997,478.528769
4343,Chile,1997,49.430175
4344,Mexico,1997,323.022109
4345,United States,1997,5495.04443
4346,OECD Americas,1997,6346.025483
4347,Australia,1997,303.09665
4348,Israel,1997,49.247057
4349,Japan,1997,1120.832878
4350,Korea,1997,402.317576
4351,New Zealand,1997,27.183805
4352,OECD Asia Oceania,1997,1902.677966
4353,Austria,1997,62.456823
4354,Belgium,1997,113.472717
4355,Czech Republic,1997,122.708428
4356,Denmark,1997,61.886608
4357,Estonia,1997,16.432461
4358,Finland,1997,60.173993
4359,France,1997,351.029466
4360,Germany,1997,854.919715
4361,Greece,1997,77.353692
4362,Hungary,1997,55.81608
4363,Iceland,1997,2.108493
4364,Ireland,1997,35.000215
4365,Italy,1997,401.287301
4366,Latvia,1997,8.420937
4367,Lithuania,1997,13.557513
4368,Luxembourg,1997,7.800141
4369,Netherlands,1997,165.882191
4370,Norway,1997,34.117481
4371,Poland,1997,337.887996
4372,Portugal,1997,47.370573
4373,Slovak Republic,1997,41.05845
4374,Slovenia,1997,15.284084
4375,Spain,1997,235.853132
4376,Sweden,1997,56.276569
4377,Switzerland,1997,41.142274
4378,Turkey,1997,178.338801
4379,United Kingdom,1997,511.895623
4380,OECD Europe,1997,3909.531757
4381,Albania,1997,1.427657
4382,Armenia,1997,3.15662
4383,Azerbaijan,1997,26.273674
4384,Belarus,1997,58.209196
4385,Bosnia and Herzegovina,1997,8.415171
4386,Bulgaria,1997,51.687501
4387,Croatia,1997,16.24561
4388,Cyprus,1997,5.471654
4389,Georgia,1997,5.482123
4390,Gibraltar,1997,0.296418
4391,Kazakhstan,1997,125.620091
4392,Kosovo,1997,..
4393,Kyrgyzstan,1997,5.398613
4394,Malta,1997,2.469612
4395,Republic of Moldova,1997,9.310281
4396,Montenegro,1997,..
4397,Republic of North Macedonia,1997,8.786101
4398,Romania,1997,110.418687
4399,Russian Federation,1997,1414.791763
4400,Serbia,1997,56.314932
4401,Tajikistan,1997,2.495772
4402,Turkmenistan,1997,29.760447
4403,Ukraine,1997,325.829783
4404,Uzbekistan,1997,96.958996
4405,Former Soviet Union (if no detail),1997,x
4406,Former Yugoslavia (if no detail),1997,x
4407,Non-OECD Europe and Eurasia,1997,2364.820702
4408,Algeria,1997,55.994961
4409,Angola,1997,4.333508
4410,Benin,1997,1.159368
4411,Botswana,1997,3.065988
4412,Cameroon,1997,2.569145
4413,Congo,1997,0.319257
4414,Côte d'Ivoire,1997,4.786685
4415,Dem. Rep. of Congo,1997,1.151975
4416,Egypt,1997,92.827128
4417,Eritrea,1997,0.79967
4418,Ethiopia,1997,2.753032
4419,Gabon,1997,1.522005
4420,Ghana,1997,3.604618
4421,Kenya,1997,6.02844
4422,Libya,1997,34.526202
4423,Mauritius,1997,1.624193
4424,Morocco,1997,26.87179
4425,Mozambique,1997,1.198299
4426,Namibia,1997,1.973528
4427,Niger,1997,..
4428,Nigeria,1997,41.379822
4429,Senegal,1997,2.868096
4430,South Africa,1997,284.044564
4431,South Sudan,1997,..
4432,Sudan,1997,5.074408
4433,United Rep. of Tanzania,1997,2.635113
4434,Togo,1997,0.661513
4435,Tunisia,1997,15.427013
4436,Zambia,1997,2.129496
4437,Zimbabwe,1997,13.379317
4438,Other Africa,1997,18.703288
4439,Africa,1997,633.412422
4440,Bangladesh,1997,18.741427
4441,Brunei Darussalam,1997,5.087993
4442,Cambodia,1997,1.640639
4443,DPR of Korea,1997,64.687911
4444,India,1997,775.804869
4445,Indonesia,1997,236.370382
4446,Malaysia,1997,97.293865
4447,Mongolia,1997,8.477283
4448,Myanmar,1997,7.039295
4449,Nepal,1997,2.100366
4450,Pakistan,1997,85.676071
4451,Philippines,1997,69.046937
4452,Singapore,1997,38.161639
4453,Sri Lanka,1997,7.950367
4454,Chinese Taipei,1997,174.477457
4455,Thailand,1997,160.972755
4456,Viet Nam,1997,36.401705
4457,Other Asia,1997,10.10259
4458,Asia (excl. China),1997,1800.033551
4459,People's Rep. of China,1997,2925.748702
4460,"Hong Kong, China",1997,32.766377
4461,"China (incl. Hong Kong, China)",1997,2958.515079
4462,Argentina,1997,130.833382
4463,Bolivia,1997,6.493556
4464,Brazil,1997,263.33976
4465,Colombia,1997,58.929854
4466,Costa Rica,1997,4.091782
4467,Cuba,1997,26.397965
4468,Curaçao,1997,5.261618
4469,Dominican Republic,1997,13.717811
4470,Ecuador,1997,20.43657
4471,El Salvador,1997,4.873315
4472,Guatemala,1997,6.002673
4473,Haiti,1997,1.274188
4474,Honduras,1997,3.620726
4475,Jamaica,1997,8.960265
4476,Nicaragua,1997,2.85883
4477,Panama,1997,4.337951
4478,Paraguay,1997,3.833791
4479,Peru,1997,25.412637
4480,Suriname,1997,..
4481,Trinidad and Tobago,1997,9.111626
4482,Uruguay,1997,5.190128
4483,Venezuela,1997,118.811648
4484,Other Non-OECD Americas,1997,13.624184
4485,Non-OECD Americas,1997,737.41426
4486,Bahrain,1997,14.349014
4487,Islamic Rep. of Iran,1997,263.606035
4488,Iraq,1997,114.188746
4489,Jordan,1997,13.086609
4490,Kuwait,1997,32.594859
4491,Lebanon,1997,15.281784
4492,Oman,1997,14.987858
4493,Qatar,1997,19.179641
4494,Saudi Arabia,1997,205.71737
4495,Syrian Arab Republic ,1997,34.522842
4496,United Arab Emirates,1997,76.671245
4497,Yemen,1997,10.359396
4498,Middle East,1997,814.545399
4499,IEA/Accession/Association,1997,16780.93158
4500,European Union - 28,1997,3840.117772
4501,G7,1997,9213.538182
4502,G8,1997,10628.32995
4503,G20,1997,18410.71615
4504,Africa,1997,633.412422
4505,Americas,1997,7083.439743
4506,Asia,1997,7618.24738
4507,Europe,1997,5795.395668
4508,Oceania,1997,336.481406
4509,Canada,1998,484.686159
4510,Chile,1998,50.089611
4511,Mexico,1998,345.372244
4512,United States,1998,5545.442058
4513,OECD Americas,1998,6425.590072
4514,Australia,1998,323.746128
4515,Israel,1998,49.31432
4516,Japan,1998,1081.563083
4517,Korea,1998,343.687195
4518,New Zealand,1998,26.723623
4519,OECD Asia Oceania,1998,1825.034349
4520,Austria,1998,63.070928
4521,Belgium,1998,116.237806
4522,Czech Republic,1998,116.852822
4523,Denmark,1998,57.966888
4524,Estonia,1998,15.855318
4525,Finland,1998,56.817756
4526,France,1998,372.496344
4527,Germany,1998,846.943854
4528,Greece,1998,80.744241
4529,Hungary,1998,56.131297
4530,Iceland,1998,2.100158
4531,Ireland,1998,37.607302
4532,Italy,1998,411.832176
4533,Latvia,1998,8.027839
4534,Lithuania,1998,14.294702
4535,Luxembourg,1998,7.121573
4536,Netherlands,1998,166.264879
4537,Norway,1998,35.756729
4538,Poland,1998,312.080092
4539,Portugal,1998,52.063633
4540,Slovak Republic,1998,39.581515
4541,Slovenia,1998,15.042995
4542,Spain,1998,242.405531
4543,Sweden,1998,57.230416
4544,Switzerland,1998,42.641295
4545,Turkey,1998,178.407405
4546,United Kingdom,1998,514.529284
4547,OECD Europe,1998,3920.104778
4548,Albania,1998,1.759716
4549,Armenia,1998,3.283226
4550,Azerbaijan,1998,26.255564
4551,Belarus,1998,56.302595
4552,Bosnia and Herzegovina,1998,10.645188
4553,Bulgaria,1998,49.489089
4554,Croatia,1998,17.609329
4555,Cyprus,1998,5.814504
4556,Georgia,1998,4.909639
4557,Gibraltar,1998,0.312033
4558,Kazakhstan,1998,128.265938
4559,Kosovo,1998,..
4560,Kyrgyzstan,1998,5.719911
4561,Malta,1998,2.374492
4562,Republic of Moldova,1998,8.433962
4563,Montenegro,1998,..
4564,Republic of North Macedonia,1998,9.651408
4565,Romania,1998,96.476601
4566,Russian Federation,1998,1406.588154
4567,Serbia,1998,56.209743
4568,Tajikistan,1998,2.756881
4569,Turkmenistan,1998,30.413274
4570,Ukraine,1998,306.499999
4571,Uzbekistan,1998,112.794673
4572,Former Soviet Union (if no detail),1998,x
4573,Former Yugoslavia (if no detail),1998,x
4574,Non-OECD Europe and Eurasia,1998,2342.565919
4575,Algeria,1998,57.524501
4576,Angola,1998,3.733818
4577,Benin,1998,1.21466
4578,Botswana,1998,3.6822
4579,Cameroon,1998,2.684373
4580,Congo,1998,0.326816
4581,Côte d'Ivoire,1998,4.8294
4582,Dem. Rep. of Congo,1998,1.273899
4583,Egypt,1998,97.785352
4584,Eritrea,1998,0.592788
4585,Ethiopia,1998,2.923389
4586,Gabon,1998,1.617797
4587,Ghana,1998,5.438717
4588,Kenya,1998,6.583467
4589,Libya,1998,35.346394
4590,Mauritius,1998,1.791592
4591,Morocco,1998,27.548587
4592,Mozambique,1998,1.155733
4593,Namibia,1998,2.020546
4594,Niger,1998,..
4595,Nigeria,1998,37.526018
4596,Senegal,1998,3.191916
4597,South Africa,1998,291.986701
4598,South Sudan,1998,..
4599,Sudan,1998,4.624786
4600,United Rep. of Tanzania,1998,2.377083
4601,Togo,1998,0.825618
4602,Tunisia,1998,16.097814
4603,Zambia,1998,2.030737
4604,Zimbabwe,1998,13.627038
4605,Other Africa,1998,19.652293
4606,Africa,1998,650.014033
4607,Bangladesh,1998,18.980911
4608,Brunei Darussalam,1998,4.313865
4609,Cambodia,1998,1.882193
4610,DPR of Korea,1998,59.646616
4611,India,1998,790.262887
4612,Indonesia,1998,243.051443
4613,Malaysia,1998,97.714667
4614,Mongolia,1998,8.508039
4615,Myanmar,1998,7.765554
4616,Nepal,1998,2.202562
4617,Pakistan,1998,86.569974
4618,Philippines,1998,69.434355
4619,Singapore,1998,37.047107
4620,Sri Lanka,1998,8.255429
4621,Chinese Taipei,1998,186.689398
4622,Thailand,1998,146.02567
4623,Viet Nam,1998,40.225201
4624,Other Asia,1998,10.590724
4625,Asia (excl. China),1998,1819.166595
4626,People's Rep. of China,1998,3020.716711
4627,"Hong Kong, China",1998,41.443865
4628,"China (incl. Hong Kong, China)",1998,3062.160576
4629,Argentina,1998,135.397736
4630,Bolivia,1998,6.939738
4631,Brazil,1998,270.965359
4632,Colombia,1998,59.350936
4633,Costa Rica,1998,4.551688
4634,Cuba,1998,26.051732
4635,Curaçao,1998,5.43361
4636,Dominican Republic,1998,15.806193
4637,Ecuador,1998,20.406811
4638,El Salvador,1998,5.207947
4639,Guatemala,1998,7.645175
4640,Haiti,1998,1.300996
4641,Honduras,1998,4.324058
4642,Jamaica,1998,9.461793
4643,Nicaragua,1998,3.358084
4644,Panama,1998,5.401175
4645,Paraguay,1998,4.019593
4646,Peru,1998,24.421357
4647,Suriname,1998,..
4648,Trinidad and Tobago,1998,9.478864
4649,Uruguay,1998,5.347509
4650,Venezuela,1998,119.70028
4651,Other Non-OECD Americas,1998,14.128915
4652,Non-OECD Americas,1998,758.699549
4653,Bahrain,1998,15.419684
4654,Islamic Rep. of Iran,1998,266.084309
4655,Iraq,1998,79.193675
4656,Jordan,1998,13.574961
4657,Kuwait,1998,38.846598
4658,Lebanon,1998,14.921432
4659,Oman,1998,15.278254
4660,Qatar,1998,20.426688
4661,Saudi Arabia,1998,220.203405
4662,Syrian Arab Republic ,1998,37.530355
4663,United Arab Emirates,1998,78.428724
4664,Yemen,1998,11.262898
4665,Middle East,1998,811.170983
4666,IEA/Accession/Association,1998,16909.55365
4667,European Union - 28,1998,3832.963206
4668,G7,1998,9257.492958
4669,G8,1998,10664.08111
4670,G20,1998,18556.48374
4671,Africa,1998,650.014033
4672,Americas,1998,7184.289621
4673,Asia,1998,7659.09132
4674,Europe,1998,5764.049682
4675,Oceania,1998,357.062199
4676,Canada,1999,494.760399
4677,Chile,1999,52.634704
4678,Mexico,1999,335.899921
4679,United States,1999,5563.874592
4680,OECD Americas,1999,6447.169616
4681,Australia,1999,328.805245
4682,Israel,1999,50.709178
4683,Japan,1999,1118.420244
4684,Korea,1999,378.15852
4685,New Zealand,1999,28.116261
4686,OECD Asia Oceania,1999,1904.209448
4687,Austria,1999,61.44494
4688,Belgium,1999,112.401484
4689,Czech Republic,1999,109.982816
4690,Denmark,1999,54.780958
4691,Estonia,1999,14.83727
4692,Finland,1999,56.031327
4693,France,1999,366.61764
4694,Germany,1999,814.959373
4695,Greece,1999,81.029466
4696,Hungary,1999,56.686536
4697,Iceland,1999,2.054977
4698,Ireland,1999,39.114385
4699,Italy,1999,417.730612
4700,Latvia,1999,7.410166
4701,Lithuania,1999,11.899931
4702,Luxembourg,1999,7.454772
4703,Netherlands,1999,160.906912
4704,Norway,1999,37.220763
4705,Poland,1999,302.800082
4706,Portugal,1999,58.380644
4707,Slovak Republic,1999,38.833148
4708,Slovenia,1999,14.445537
4709,Spain,1999,263.870515
4710,Sweden,1999,56.125853
4711,Switzerland,1999,42.923073
4712,Turkey,1999,178.068881
4713,United Kingdom,1999,511.948885
4714,OECD Europe,1999,3879.960946
4715,Albania,1999,2.921647
4716,Armenia,1999,2.931684
4717,Azerbaijan,1999,25.764911
4718,Belarus,1999,54.086561
4719,Bosnia and Herzegovina,1999,10.401709
4720,Bulgaria,1999,43.210523
4721,Croatia,1999,17.371297
4722,Cyprus,1999,6.072801
4723,Georgia,1999,4.384622
4724,Gibraltar,1999,0.324492
4725,Kazakhstan,1999,115.894314
4726,Kosovo,1999,..
4727,Kyrgyzstan,1999,4.619704
4728,Malta,1999,2.409246
4729,Republic of Moldova,1999,7.141631
4730,Montenegro,1999,..
4731,Republic of North Macedonia,1999,8.879545
4732,Romania,1999,82.855418
4733,Russian Federation,1999,1442.981854
4734,Serbia,1999,40.010128
4735,Tajikistan,1999,2.529902
4736,Turkmenistan,1999,35.5873
4737,Ukraine,1999,303.190138
4738,Uzbekistan,1999,112.928408
4739,Former Soviet Union (if no detail),1999,x
4740,Former Yugoslavia (if no detail),1999,x
4741,Non-OECD Europe and Eurasia,1999,2326.497835
4742,Algeria,1999,60.924707
4743,Angola,1999,4.742942
4744,Benin,1999,1.340466
4745,Botswana,1999,3.85849
4746,Cameroon,1999,2.401607
4747,Congo,1999,0.373629
4748,Côte d'Ivoire,1999,6.688638
4749,Dem. Rep. of Congo,1999,1.255271
4750,Egypt,1999,102.147252
4751,Eritrea,1999,0.628059
4752,Ethiopia,1999,2.918312
4753,Gabon,1999,1.52247
4754,Ghana,1999,5.818927
4755,Kenya,1999,6.902118
4756,Libya,1999,34.491668
4757,Mauritius,1999,2.198405
4758,Morocco,1999,29.085747
4759,Mozambique,1999,1.146291
4760,Namibia,1999,1.975976
4761,Niger,1999,..
4762,Nigeria,1999,39.348344
4763,Senegal,1999,3.555822
4764,South Africa,1999,274.279527
4765,South Sudan,1999,..
4766,Sudan,1999,5.091085
4767,United Rep. of Tanzania,1999,2.179323
4768,Togo,1999,1.092465
4769,Tunisia,1999,16.89543
4770,Zambia,1999,1.642455
4771,Zimbabwe,1999,15.413219
4772,Other Africa,1999,20.330905
4773,Africa,1999,650.24955
4774,Bangladesh,1999,19.67457
4775,Brunei Darussalam,1999,4.189516
4776,Cambodia,1999,1.907148
4777,DPR of Korea,1999,64.961365
4778,India,1999,850.990377
4779,Indonesia,1999,262.481596
4780,Malaysia,1999,106.343651
4781,Mongolia,1999,8.567944
4782,Myanmar,1999,8.572831
4783,Nepal,1999,3.006676
4784,Pakistan,1999,94.875036
4785,Philippines,1999,67.09936
4786,Singapore,1999,37.802098
4787,Sri Lanka,1999,9.102578
4788,Chinese Taipei,1999,195.67157
4789,Thailand,1999,151.719142
4790,Viet Nam,1999,40.280361
4791,Other Asia,1999,10.726138
4792,Asia (excl. China),1999,1937.971957
4793,People's Rep. of China,1999,2920.896797
4794,"Hong Kong, China",1999,44.468373
4795,"China (incl. Hong Kong, China)",1999,2965.36517
4796,Argentina,1999,139.33635
4797,Bolivia,1999,6.546289
4798,Brazil,1999,280.07303
4799,Colombia,1999,52.017325
4800,Costa Rica,1999,4.56463
4801,Cuba,1999,26.900297
4802,Curaçao,1999,5.400826
4803,Dominican Republic,1999,16.812945
4804,Ecuador,1999,16.520823
4805,El Salvador,1999,5.165933
4806,Guatemala,1999,7.516597
4807,Haiti,1999,1.354859
4808,Honduras,1999,4.360525
4809,Jamaica,1999,9.738746
4810,Nicaragua,1999,3.392318
4811,Panama,1999,4.68859
4812,Paraguay,1999,4.026969
4813,Peru,1999,26.85635
4814,Suriname,1999,..
4815,Trinidad and Tobago,1999,9.479932
4816,Uruguay,1999,6.403026
4817,Venezuela,1999,109.3453
4818,Other Non-OECD Americas,1999,14.421164
4819,Non-OECD Americas,1999,754.922824
4820,Bahrain,1999,15.394167
4821,Islamic Rep. of Iran,1999,298.55502
4822,Iraq,1999,60.907129
4823,Jordan,1999,13.583796
4824,Kuwait,1999,42.756229
4825,Lebanon,1999,15.700992
4826,Oman,1999,17.488387
4827,Qatar,1999,22.554592
4828,Saudi Arabia,1999,226.146605
4829,Syrian Arab Republic ,1999,36.569237
4830,United Arab Emirates,1999,80.6307
4831,Yemen,1999,12.599914
4832,Middle East,1999,842.886768
4833,IEA/Accession/Association,1999,16952.14854
4834,European Union - 28,1999,3771.612537
4835,G7,1999,9288.311745
4836,G8,1999,10731.2936
4837,G20,1999,18611.25485
4838,Africa,1999,650.24955
4839,Americas,1999,7202.09244
4840,Asia,1999,7775.627418
4841,Europe,1999,5717.676254
4842,Oceania,1999,363.588451
4843,Canada,2000,516.259229
4844,Chile,2000,48.623714
4845,Mexico,2000,359.735527
4846,United States,2000,5729.87461
4847,OECD Americas,2000,6654.49308
4848,Australia,2000,334.645123
4849,Israel,2000,54.843946
4850,Japan,2000,1135.606552
4851,Korea,2000,431.897005
4852,New Zealand,2000,28.982092
4853,OECD Asia Oceania,2000,1985.974718
4854,Austria,2000,61.820269
4855,Belgium,2000,114.004607
4856,Czech Republic,2000,121.230494
4857,Denmark,2000,50.797261
4858,Estonia,2000,14.447535
4859,Finland,2000,54.592688
4860,France,2000,364.674799
4861,Germany,2000,812.311609
4862,Greece,2000,87.923582
4863,Hungary,2000,53.280264
4864,Iceland,2000,2.161026
4865,Ireland,2000,40.914679
4866,Italy,2000,420.436632
4867,Latvia,2000,6.841156
4868,Lithuania,2000,10.221743
4869,Luxembourg,2000,8.065071
4870,Netherlands,2000,161.617322
4871,Norway,2000,31.879214
4872,Poland,2000,289.591377
4873,Portugal,2000,57.852184
4874,Slovak Republic,2000,36.882231
4875,Slovenia,2000,14.050959
4876,Spain,2000,278.584641
4877,Sweden,2000,51.989465
4878,Switzerland,2000,41.984677
4879,Turkey,2000,201.222491
4880,United Kingdom,2000,520.562588
4881,OECD Europe,2000,3909.940564
4882,Albania,2000,3.083446
4883,Armenia,2000,3.422249
4884,Azerbaijan,2000,27.305747
4885,Belarus,2000,52.118701
4886,Bosnia and Herzegovina,2000,13.718183
4887,Bulgaria,2000,42.138072
4888,Croatia,2000,16.782763
4889,Cyprus,2000,6.305013
4890,Georgia,2000,4.632649
4891,Gibraltar,2000,0.340046
4892,Kazakhstan,2000,112.014087
4893,Kosovo,2000,5.104602
4894,Kyrgyzstan,2000,4.450168
4895,Malta,2000,2.12916
4896,Republic of Moldova,2000,6.536841
4897,Montenegro,2000,..
4898,Republic of North Macedonia,2000,8.522107
4899,Romania,2000,86.222025
4900,Russian Federation,2000,1474.394287
4901,Serbia,2000,42.93935
4902,Tajikistan,2000,2.176522
4903,Turkmenistan,2000,36.666283
4904,Ukraine,2000,295.115804
4905,Uzbekistan,2000,115.105372
4906,Former Soviet Union (if no detail),2000,x
4907,Former Yugoslavia (if no detail),2000,x
4908,Non-OECD Europe and Eurasia,2000,2361.223477
4909,Algeria,2000,61.50756
4910,Angola,2000,4.63338
4911,Benin,2000,1.424519
4912,Botswana,2000,4.033845
4913,Cameroon,2000,2.788281
4914,Congo,2000,0.497599
4915,Côte d'Ivoire,2000,6.329922
4916,Dem. Rep. of Congo,2000,0.852804
4917,Egypt,2000,100.104957
4918,Eritrea,2000,0.615037
4919,Ethiopia,2000,3.201238
4920,Gabon,2000,1.465254
4921,Ghana,2000,4.949505
4922,Kenya,2000,7.767749
4923,Libya,2000,36.746264
4924,Mauritius,2000,2.431871
4925,Morocco,2000,29.550532
4926,Mozambique,2000,1.317721
4927,Namibia,2000,1.903499
4928,Niger,2000,0.650995
4929,Nigeria,2000,43.766126
4930,Senegal,2000,3.521497
4931,South Africa,2000,280.527092
4932,South Sudan,2000,..
4933,Sudan,2000,5.486143
