,Region/Country/Economy,Year,Million tonnes of CO2
3615,OECD Americas,1994,5805.944208
3616,Australia,1994,274.914397
3617,Israel,1994,41.854081
3618,Japan,1994,1107.154717
3619,Korea,1994,327.43709
3620,New Zealand,1994,23.727691
3621,OECD Asia Oceania,1994,1775.087976
3622,Austria,1994,56.183019
3623,Belgium,1994,111.722421
3624,Czech Republic,1994,122.499166
3625,Denmark,1994,61.616444
3626,Estonia,1994,17.558587
3627,Finland,1994,59.564032
3628,France,1994,335.700427
3629,Germany,1994,859.106392
3630,Greece,1994,73.81484
3631,Hungary,1994,56.603263
3632,Iceland,1994,2.054057
3633,Ireland,1994,32.050536
3634,Italy,1994,378.495511
3635,Latvia,1994,10.14694
3636,Lithuania,1994,14.43084
3637,Luxembourg,1994,10.3234
3638,Netherlands,1994,156.688132
3639,Norway,1994,32.115959
3640,Poland,1994,333.109212
3641,Portugal,1994,44.01086
3642,Slovak Republic,1994,40.586974
3643,Slovenia,1994,13.223313
3644,Spain,1994,216.952715
3645,Sweden,1994,57.379813
3646,Switzerland,1994,40.483931
3647,Turkey,1994,140.343028
3648,United Kingdom,1994,523.225784
3649,OECD Europe,1994,3799.989596
3650,Albania,1994,2.033466
3651,Armenia,1994,2.675926
3652,Azerbaijan,1994,33.277753
3653,Belarus,1994,64.029685
3654,Bosnia and Herzegovina,1994,3.064876
3655,Bulgaria,1994,52.108309
3656,Croatia,1994,13.987237
3657,Cyprus,1994,5.145025
3658,Georgia,1994,10.403349
3659,Gibraltar,1994,0.287117
3660,Kazakhstan,1994,194.435994
3661,Kosovo,1994,..
3662,Kyrgyzstan,1994,6.364922
3663,Malta,1994,2.506954
3664,Republic of Moldova,1994,13.809785
3665,Montenegro,1994,..
3666,Republic of North Macedonia,1994,8.350826
3667,Romania,1994,112.321691
3668,Russian Federation,1994,1596.3903
3669,Serbia,1994,38.904648
3670,Tajikistan,1994,2.937321
3671,Turkmenistan,1994,32.583931
3672,Ukraine,1994,410.678869
3673,Uzbekistan,1994,106.401764
3674,Former Soviet Union (if no detail),1994,x
3675,Former Yugoslavia (if no detail),1994,x
3676,Non-OECD Europe and Eurasia,1994,2712.699748
3677,Algeria,1994,54.611561
3678,Angola,1994,4.18085
3679,Benin,1994,0.215168
3680,Botswana,1994,3.080084
3681,Cameroon,1994,2.550265
3682,Congo,1994,0.387831
3683,Côte d'Ivoire,1994,3.093579
3684,Dem. Rep. of Congo,1994,1.214963
3685,Egypt,1994,76.629593
3686,Eritrea,1994,0.712288
3687,Ethiopia,1994,2.072112
3688,Gabon,1994,1.165391
3689,Ghana,1994,2.914599
3690,Kenya,1994,5.27431
3691,Libya,1994,31.133958
3692,Mauritius,1994,1.514197
3693,Morocco,1994,24.998546
3694,Mozambique,1994,1.072361
3695,Namibia,1994,1.654074
3696,Niger,1994,..
3697,Nigeria,1994,30.493465
3698,Senegal,1994,2.326709
3699,South Africa,1994,248.157173
3700,South Sudan,1994,..
3701,Sudan,1994,4.595561
3702,United Rep. of Tanzania,1994,1.781511
3703,Togo,1994,0.58911
3704,Tunisia,1994,13.794887
3705,Zambia,1994,2.029496
3706,Zimbabwe,1994,15.523941
3707,Other Africa,1994,15.961892
3708,Africa,1994,553.729475
3709,Bangladesh,1994,13.471703
3710,Brunei Darussalam,1994,4.138511
3711,Cambodia,1994,..
3712,DPR of Korea,1994,81.858897
3713,India,1994,653.455933
3714,Indonesia,1994,178.75878
3715,Malaysia,1994,72.995447
3716,Mongolia,1994,10.292679
3717,Myanmar,1994,5.456661
3718,Nepal,1994,1.616301
3719,Pakistan,1994,72.958119
3720,Philippines,1994,47.36148
3721,Singapore,1994,37.978755
3722,Sri Lanka,1994,5.39157
3723,Chinese Taipei,1994,145.778487
3724,Thailand,1994,123.520636
3725,Viet Nam,1994,23.421168
3726,Other Asia,1994,9.820681
3727,Asia (excl. China),1994,1488.275808
3728,People's Rep. of China,1994,2599.5029
3729,"Hong Kong, China",1994,36.444238
3730,"China (incl. Hong Kong, China)",1994,2635.947138
3731,Argentina,1994,114.935365
3732,Bolivia,1994,6.101759
3733,Brazil,1994,210.660745
3734,Colombia,1994,52.17323
3735,Costa Rica,1994,4.44677
3736,Cuba,1994,21.148496
3737,Curaçao,1994,2.627618
3738,Dominican Republic,1994,10.590285
3739,Ecuador,1994,14.908078
3740,El Salvador,1994,4.09419
3741,Guatemala,1994,4.917245
3742,Haiti,1994,0.189015
3743,Honduras,1994,2.999878
3744,Jamaica,1994,8.155319
3745,Nicaragua,1994,2.392728
3746,Panama,1994,3.772839
3747,Paraguay,1994,3.070872
3748,Peru,1994,20.549576
3749,Suriname,1994,..
3750,Trinidad and Tobago,1994,8.062188
3751,Uruguay,1994,3.933633
3752,Venezuela,1994,100.803445
3753,Other Non-OECD Americas,1994,12.799442
3754,Non-OECD Americas,1994,613.332716
3755,Bahrain,1994,13.282185
3756,Islamic Rep. of Iran,1994,238.343622
3757,Iraq,1994,98.808003
3758,Jordan,1994,11.374282
3759,Kuwait,1994,32.650258
3760,Lebanon,1994,11.11941
3761,Oman,1994,12.505456
3762,Qatar,1994,16.055832
3763,Saudi Arabia,1994,193.006547
3764,Syrian Arab Republic ,1994,29.402617
3765,United Arab Emirates,1994,65.587859
3766,Yemen,1994,8.156052
3767,Middle East,1994,730.292123
3768,Canada,1995,448.985855
3769,Chile,1995,37.075351
3770,Mexico,1995,291.33644
3771,United States,1995,5073.896072
3772,OECD Americas,1995,5851.293718
3773,Australia,1995,285.324094
3774,Israel,1995,44.873881
3775,Japan,1995,1118.24659
3776,Korea,1995,357.306006
3777,New Zealand,1995,23.933941
3778,OECD Asia Oceania,1995,1829.684512
3779,Austria,1995,59.549049
3780,Belgium,1995,111.313683
3781,Czech Republic,1995,123.17479
3782,Denmark,1995,58.385219
3783,Estonia,1995,15.889313
3784,Finland,1995,55.714578
3785,France,1995,343.648115
3786,Germany,1995,856.596915
3787,Greece,1995,76.478485
3788,Hungary,1995,56.245319
3789,Iceland,1995,1.964286
3790,Ireland,1995,32.636823
3791,Italy,1995,401.104969
3792,Latvia,1995,8.90254
3793,Lithuania,1995,13.434207
3794,Luxembourg,1995,8.225746
3795,Netherlands,1995,163.58274
3796,Norway,1995,31.408419
3797,Poland,1995,333.337838
3798,Portugal,1995,47.23115
3799,Slovak Republic,1995,41.215629
3800,Slovenia,1995,14.063911
3801,Spain,1995,228.207254
3802,Sweden,1995,56.934868
3803,Switzerland,1995,41.451234
3804,Turkey,1995,154.030155
3805,United Kingdom,1995,513.796422
3806,OECD Europe,1995,3848.523657
3807,Albania,1995,1.848549
3808,Armenia,1995,3.368027
3809,Azerbaijan,1995,32.37242
3810,Belarus,1995,56.957863
3811,Bosnia and Herzegovina,1995,3.279823
3812,Bulgaria,1995,52.737289
3813,Croatia,1995,14.774177
3814,Cyprus,1995,5.048341
3815,Georgia,1995,8.136847
3816,Gibraltar,1995,0.280803
3817,Kazakhstan,1995,170.519468
3818,Kosovo,1995,..
3819,Kyrgyzstan,1995,4.45854
3820,Malta,1995,2.378847
3821,Republic of Moldova,1995,11.892994
3822,Montenegro,1995,..
3823,Republic of North Macedonia,1995,8.305696
3824,Romania,1995,117.587815
3825,Russian Federation,1995,1548.252185
3826,Serbia,1995,44.548887
3827,Tajikistan,1995,2.459615
3828,Turkmenistan,1995,33.255953
3829,Ukraine,1995,395.842067
3830,Uzbekistan,1995,94.583912
3831,Former Soviet Union (if no detail),1995,x
3832,Former Yugoslavia (if no detail),1995,x
3833,Non-OECD Europe and Eurasia,1995,2612.890118
3834,Algeria,1995,55.336862
3835,Angola,1995,3.913613
3836,Benin,1995,0.221525
3837,Botswana,1995,3.189755
3838,Cameroon,1995,2.459446
3839,Congo,1995,0.536664
3840,Côte d'Ivoire,1995,3.262483
3841,Dem. Rep. of Congo,1995,1.142631
3842,Egypt,1995,81.466137
3843,Eritrea,1995,0.776324
3844,Ethiopia,1995,2.325783
3845,Gabon,1995,1.315246
3846,Ghana,1995,3.184394
3847,Kenya,1995,5.729446
3848,Libya,1995,32.953725
3849,Mauritius,1995,1.551459
3850,Morocco,1995,26.073834
3851,Mozambique,1995,1.148226
3852,Namibia,1995,1.794288
3853,Niger,1995,..
3854,Nigeria,1995,32.775287
3855,Senegal,1995,2.478529
3856,South Africa,1995,259.773474
3857,South Sudan,1995,..
3858,Sudan,1995,4.308578
3859,United Rep. of Tanzania,1995,2.492046
3860,Togo,1995,0.579397
3861,Tunisia,1995,14.035985
3862,Zambia,1995,2.002364
3863,Zimbabwe,1995,15.089219
3864,Other Africa,1995,16.530991
3865,Africa,1995,578.447711
3866,Bangladesh,1995,16.485473
3867,Brunei Darussalam,1995,4.502607
3868,Cambodia,1995,1.470828
3869,DPR of Korea,1995,76.532289
3870,India,1995,703.332012
3871,Indonesia,1995,204.206565
3872,Malaysia,1995,79.589944
3873,Mongolia,1995,10.235411
3874,Myanmar,1995,6.727112
3875,Nepal,1995,1.76315
3876,Pakistan,1995,79.248729
3877,Philippines,1995,57.257517
3878,Singapore,1995,37.581859
3879,Sri Lanka,1995,5.454193
3880,Chinese Taipei,1995,154.001192
3881,Thailand,1995,139.93848
3882,Viet Nam,1995,27.462105
3883,Other Asia,1995,9.332236
3884,Asia (excl. China),1995,1615.121702
3885,People's Rep. of China,1995,2900.265046
3886,"Hong Kong, China",1995,36.527226
3887,"China (incl. Hong Kong, China)",1995,2936.792272
3888,Argentina,1995,117.327938
3889,Bolivia,1995,6.893805
3890,Brazil,1995,228.000209
3891,Colombia,1995,54.457808
3892,Costa Rica,1995,4.438795
3893,Cuba,1995,22.448802
3894,Curaçao,1995,2.633531
3895,Dominican Republic,1995,11.221463
3896,Ecuador,1995,16.691131
3897,El Salvador,1995,4.573345
3898,Guatemala,1995,5.85899
3899,Haiti,1995,0.902323
3900,Honduras,1995,3.575392
3901,Jamaica,1995,8.417
3902,Nicaragua,1995,2.513712
3903,Panama,1995,4.091661
3904,Paraguay,1995,3.489665
3905,Peru,1995,23.310638
3906,Suriname,1995,..
3907,Trinidad and Tobago,1995,8.163496
3908,Uruguay,1995,4.391965
3909,Venezuela,1995,106.098113
3910,Other Non-OECD Americas,1995,13.384143
3911,Non-OECD Americas,1995,652.883925
3912,Bahrain,1995,13.457588
3913,Islamic Rep. of Iran,1995,244.569989
3914,Iraq,1995,95.14489
3915,Jordan,1995,12.194147
3916,Kuwait,1995,32.351708
3917,Lebanon,1995,12.829853
3918,Oman,1995,14.691666
3919,Qatar,1995,16.831699
3920,Saudi Arabia,1995,191.6531
3921,Syrian Arab Republic ,1995,31.132913
3922,United Arab Emirates,1995,69.659182
3923,Yemen,1995,9.436415
3924,Middle East,1995,743.95315
3925,Canada,1996,462.901198
3926,Chile,1996,42.914604
3927,Mexico,1996,304.782774
3928,United States,1996,5230.535479
3929,OECD Americas,1996,6041.134055
3930,Australia,1996,295.801549
3931,Israel,1996,47.059855
3932,Japan,1996,1131.661782
3933,Korea,1996,381.680344
3934,New Zealand,1996,24.946629
3935,OECD Asia Oceania,1996,1881.150159
3936,Austria,1996,63.265768
3937,Belgium,1996,116.439404
3938,Czech Republic,1996,124.62453
3939,Denmark,1996,71.637803
3940,Estonia,1996,16.848233
3941,Finland,1996,62.192974
3942,France,1996,359.52364
3943,Germany,1996,887.062102
3944,Greece,1996,76.379728
3945,Hungary,1996,57.343904
3946,Iceland,1996,2.2259
3947,Ireland,1996,33.99215
3948,Italy,1996,398.163469
3949,Latvia,1996,8.903572
3950,Lithuania,1996,13.914716
3951,Luxembourg,1996,8.308623
3952,Netherlands,1996,173.220894
3953,Norway,1996,32.365369
3954,Poland,1996,349.101188
3955,Portugal,1996,45.354497
3956,Slovak Republic,1996,41.07411
3957,Slovenia,1996,14.853948
3958,Spain,1996,217.984598
3959,Sweden,1996,62.422399
3960,Switzerland,1996,42.215175
3961,Turkey,1996,170.687558
3962,United Kingdom,1996,533.808846
3963,OECD Europe,1996,3983.915098
3964,Albania,1996,1.863265
3965,Armenia,1996,2.403509
3966,Azerbaijan,1996,27.072982
3967,Belarus,1996,57.83037
3968,Bosnia and Herzegovina,1996,4.129145
3969,Bulgaria,1996,53.136273
3970,Croatia,1996,14.650527
3971,Cyprus,1996,5.348298
3972,Georgia,1996,6.328856
3973,Gibraltar,1996,0.287056
3974,Kazakhstan,1996,148.261303
3975,Kosovo,1996,..
3976,Kyrgyzstan,1996,5.527695
3977,Malta,1996,2.324338
3978,Republic of Moldova,1996,10.20956
3979,Montenegro,1996,..
3980,Republic of North Macedonia,1996,9.862495
3981,Romania,1996,120.752931
3982,Russian Federation,1996,1521.658005
3983,Serbia,1996,51.652141
3984,Tajikistan,1996,2.21569
3985,Turkmenistan,1996,29.507358
3986,Ukraine,1996,343.950268
3987,Uzbekistan,1996,95.66238
3988,Former Soviet Union (if no detail),1996,x
3989,Former Yugoslavia (if no detail),1996,x
3990,Non-OECD Europe and Eurasia,1996,2514.634445
3991,Algeria,1996,54.892603
3992,Angola,1996,4.191566
3993,Benin,1996,0.907229
3994,Botswana,1996,2.915882
3995,Cameroon,1996,2.443261
3996,Congo,1996,0.422885
3997,Côte d'Ivoire,1996,3.875068
3998,Dem. Rep. of Congo,1996,1.152152
3999,Egypt,1996,85.962443
4000,Eritrea,1996,0.851347
4001,Ethiopia,1996,2.589803
4002,Gabon,1996,1.415124
4003,Ghana,1996,3.483325
4004,Kenya,1996,6.229158
4005,Libya,1996,34.676645
4006,Mauritius,1996,1.614123
4007,Morocco,1996,25.706733
4008,Mozambique,1996,1.088453
4009,Namibia,1996,1.923671
4010,Niger,1996,..
4011,Nigeria,1996,36.420383
4012,Senegal,1996,2.597371
4013,South Africa,1996,269.596588
4014,South Sudan,1996,..
4015,Sudan,1996,4.104243
4016,United Rep. of Tanzania,1996,2.775189
4017,Togo,1996,0.945054
4018,Tunisia,1996,14.772056
4019,Zambia,1996,1.620292
4020,Zimbabwe,1996,14.455191
4021,Other Africa,1996,17.011684
4022,Africa,1996,600.639522
4023,Bangladesh,1996,16.671599
4024,Brunei Darussalam,1996,4.712813
4025,Cambodia,1996,1.529809
4026,DPR of Korea,1996,67.126522
4027,India,1996,736.179644
4028,Indonesia,1996,214.605041
4029,Malaysia,1996,90.916783
4030,Mongolia,1996,8.65076
4031,Myanmar,1996,7.105212
4032,Nepal,1996,1.834007
4033,Pakistan,1996,82.219065
4034,Philippines,1996,62.157643
4035,Singapore,1996,38.520116
4036,Sri Lanka,1996,7.979738
4037,Chinese Taipei,1996,162.370767
4038,Thailand,1996,157.117163
4039,Viet Nam,1996,30.902736
4040,Other Asia,1996,9.808781
4041,Asia (excl. China),1996,1700.408199
4042,People's Rep. of China,1996,2871.980724
4043,"Hong Kong, China",1996,35.23401
4044,"China (incl. Hong Kong, China)",1996,2907.214734
4045,Argentina,1996,124.859923
4046,Bolivia,1996,6.468066
4047,Brazil,1996,246.282829
4048,Colombia,1996,54.364366
4049,Costa Rica,1996,4.173394
4050,Cuba,1996,24.405487
4051,Curaçao,1996,2.660956
4052,Dominican Republic,1996,12.025153
4053,Ecuador,1996,19.21079
4054,El Salvador,1996,3.983594
4055,Guatemala,1996,5.719038
4056,Haiti,1996,1.058212
4057,Honduras,1996,3.520901
4058,Jamaica,1996,8.773247
4059,Nicaragua,1996,2.66239
4060,Panama,1996,4.129179
4061,Paraguay,1996,3.44839
4062,Peru,1996,25.680164
4063,Suriname,1996,..
4064,Trinidad and Tobago,1996,8.497382
4065,Uruguay,1996,5.133205
4066,Venezuela,1996,114.098435
4067,Other Non-OECD Americas,1996,13.456891
4068,Non-OECD Americas,1996,694.611992
4069,Bahrain,1996,14.093192
4070,Islamic Rep. of Iran,1996,251.257752
4071,Iraq,1996,97.47167
4072,Jordan,1996,12.467323
4073,Kuwait,1996,31.444025
4074,Lebanon,1996,13.341125
4075,Oman,1996,14.93329
4076,Qatar,1996,17.632731
4077,Saudi Arabia,1996,203.527024
4078,Syrian Arab Republic ,1996,34.245485
4079,United Arab Emirates,1996,72.728666
4080,Yemen,1996,9.670132
4081,Middle East,1996,772.812415
4082,Canada,1997,478.528769
4083,Chile,1997,49.430175
4084,Mexico,1997,323.022109
4085,United States,1997,5495.04443
4086,OECD Americas,1997,6346.025483
4087,Australia,1997,303.09665
4088,Israel,1997,49.247057
4089,Japan,1997,1120.832878
4090,Korea,1997,402.317576
4091,New Zealand,1997,27.183805
4092,OECD Asia Oceania,1997,1902.677966
4093,Austria,1997,62.456823
4094,Belgium,1997,113.472717
4095,Czech Republic,1997,122.708428
4096,Denmark,1997,61.886608
4097,Estonia,1997,16.432461
4098,Finland,1997,60.173993
4099,France,1997,351.029466
4100,Germany,1997,854.919715
4101,Greece,1997,77.353692
4102,Hungary,1997,55.81608
4103,Iceland,1997,2.108493
4104,Ireland,1997,35.000215
4105,Italy,1997,401.287301
4106,Latvia,1997,8.420937
4107,Lithuania,1997,13.557513
4108,Luxembourg,1997,7.800141
4109,Netherlands,1997,165.882191
4110,Norway,1997,34.117481
4111,Poland,1997,337.887996
4112,Portugal,1997,47.370573
4113,Slovak Republic,1997,41.05845
4114,Slovenia,1997,15.284084
4115,Spain,1997,235.853132
4116,Sweden,1997,56.276569
4117,Switzerland,1997,41.142274
4118,Turkey,1997,178.338801
4119,United Kingdom,1997,511.895623
4120,OECD Europe,1997,3909.531757
4121,Albania,1997,1.427657
4122,Armenia,1997,3.15662
4123,Azerbaijan,1997,26.273674
4124,Belarus,1997,58.209196
4125,Bosnia and Herzegovina,1997,8.415171
4126,Bulgaria,1997,51.687501
4127,Croatia,1997,16.24561
4128,Cyprus,1997,5.471654
4129,Georgia,1997,5.482123
4130,Gibraltar,1997,0.296418
4131,Kazakhstan,1997,125.620091
4132,Kosovo,1997,..
4133,Kyrgyzstan,1997,5.398613
4134,Malta,1997,2.469612
4135,Republic of Moldova,1997,9.310281
4136,Montenegro,1997,..
4137,Republic of North Macedonia,1997,8.786101
4138,Romania,1997,110.418687
4139,Russian Federation,1997,1414.791763
4140,Serbia,1997,56.314932
4141,Tajikistan,1997,2.495772
4142,Turkmenistan,1997,29.760447
4143,Ukraine,1997,325.829783
4144,Uzbekistan,1997,96.958996
4145,Former Soviet Union (if no detail),1997,x
4146,Former Yugoslavia (if no detail),1997,x
4147,Non-OECD Europe and Eurasia,1997,2364.820702
4148,Algeria,1997,55.994961
4149,Angola,1997,4.333508
4150,Benin,1997,1.159368
4151,Botswana,1997,3.065988
4152,Cameroon,1997,2.569145
4153,Congo,1997,0.319257
4154,Côte d'Ivoire,1997,4.786685
4155,Dem. Rep. of Congo,1997,1.151975
4156,Egypt,1997,92.827128
4157,Eritrea,1997,0.79967
4158,Ethiopia,1997,2.753032
4159,Gabon,1997,1.522005
4160,Ghana,1997,3.604618
4161,Kenya,1997,6.02844
4162,Libya,1997,34.526202
4163,Mauritius,1997,1.624193
4164,Morocco,1997,26.87179
4165,Mozambique,1997,1.198299
4166,Namibia,1997,1.973528
4167,Niger,1997,..
4168,Nigeria,1997,41.379822
4169,Senegal,1997,2.868096
4170,South Africa,1997,284.044564
4171,South Sudan,1997,..
4172,Sudan,1997,5.074408
4173,United Rep. of Tanzania,1997,2.635113
4174,Togo,1997,0.661513
4175,Tunisia,1997,15.427013
4176,Zambia,1997,2.129496
4177,Zimbabwe,1997,13.379317
4178,Other Africa,1997,18.703288
4179,Africa,1997,633.412422
4180,Bangladesh,1997,18.741427
4181,Brunei Darussalam,1997,5.087993
4182,Cambodia,1997,1.640639
4183,DPR of Korea,1997,64.687911
4184,India,1997,775.804869
4185,Indonesia,1997,236.370382
4186,Malaysia,1997,97.293865
4187,Mongolia,1997,8.477283
4188,Myanmar,1997,7.039295
4189,Nepal,1997,2.100366
4190,Pakistan,1997,85.676071
4191,Philippines,1997,69.046937
4192,Singapore,1997,38.161639
4193,Sri Lanka,1997,7.950367
4194,Chinese Taipei,1997,174.477457
4195,Thailand,1997,160.972755
4196,Viet Nam,1997,36.401705
4197,Other Asia,1997,10.10259
4198,Asia (excl. China),1997,1800.033551
4199,People's Rep. of China,1997,2925.748702
4200,"Hong Kong, China",1997,32.766377
4201,"China (incl. Hong Kong, China)",1997,2958.515079
4202,Argentina,1997,130.833382
4203,Bolivia,1997,6.493556
4204,Brazil,1997,263.33976
4205,Colombia,1997,58.929854
4206,Costa Rica,1997,4.091782
4207,Cuba,1997,26.397965
4208,Curaçao,1997,5.261618
4209,Dominican Republic,1997,13.717811
4210,Ecuador,1997,20.43657
4211,El Salvador,1997,4.873315
4212,Guatemala,1997,6.002673
4213,Haiti,1997,1.274188
4214,Honduras,1997,3.620726
4215,Jamaica,1997,8.960265
4216,Nicaragua,1997,2.85883
4217,Panama,1997,4.337951
4218,Paraguay,1997,3.833791
4219,Peru,1997,25.412637
4220,Suriname,1997,..
4221,Trinidad and Tobago,1997,9.111626
4222,Uruguay,1997,5.190128
4223,Venezuela,1997,118.811648
4224,Other Non-OECD Americas,1997,13.624184
4225,Non-OECD Americas,1997,737.41426
4226,Bahrain,1997,14.349014
4227,Islamic Rep. of Iran,1997,263.606035
4228,Iraq,1997,114.188746
4229,Jordan,1997,13.086609
4230,Kuwait,1997,32.594859
4231,Lebanon,1997,15.281784
4232,Oman,1997,14.987858
4233,Qatar,1997,19.179641
4234,Saudi Arabia,1997,205.71737
4235,Syrian Arab Republic ,1997,34.522842
4236,United Arab Emirates,1997,76.671245
4237,Yemen,1997,10.359396
4238,Middle East,1997,814.545399
4239,Canada,1998,484.686159
4240,Chile,1998,50.089611
4241,Mexico,1998,345.372244
4242,United States,1998,5545.442058
4243,OECD Americas,1998,6425.590072
4244,Australia,1998,323.746128
4245,Israel,1998,49.31432
4246,Japan,1998,1081.563083
4247,Korea,1998,343.687195
4248,New Zealand,1998,26.723623
4249,OECD Asia Oceania,1998,1825.034349
4250,Austria,1998,63.070928
4251,Belgium,1998,116.237806
4252,Czech Republic,1998,116.852822
4253,Denmark,1998,57.966888
4254,Estonia,1998,15.855318
4255,Finland,1998,56.817756
4256,France,1998,372.496344
4257,Germany,1998,846.943854
4258,Greece,1998,80.744241
4259,Hungary,1998,56.131297
4260,Iceland,1998,2.100158
4261,Ireland,1998,37.607302
4262,Italy,1998,411.832176
4263,Latvia,1998,8.027839
4264,Lithuania,1998,14.294702
4265,Luxembourg,1998,7.121573
4266,Netherlands,1998,166.264879
4267,Norway,1998,35.756729
4268,Poland,1998,312.080092
4269,Portugal,1998,52.063633
4270,Slovak Republic,1998,39.581515
4271,Slovenia,1998,15.042995
4272,Spain,1998,242.405531
4273,Sweden,1998,57.230416
4274,Switzerland,1998,42.641295
4275,Turkey,1998,178.407405
4276,United Kingdom,1998,514.529284
4277,OECD Europe,1998,3920.104778
4278,Albania,1998,1.759716
4279,Armenia,1998,3.283226
4280,Azerbaijan,1998,26.255564
4281,Belarus,1998,56.302595
4282,Bosnia and Herzegovina,1998,10.645188
4283,Bulgaria,1998,49.489089
4284,Croatia,1998,17.609329
4285,Cyprus,1998,5.814504
4286,Georgia,1998,4.909639
4287,Gibraltar,1998,0.312033
4288,Kazakhstan,1998,128.265938
4289,Kosovo,1998,..
4290,Kyrgyzstan,1998,5.719911
4291,Malta,1998,2.374492
4292,Republic of Moldova,1998,8.433962
4293,Montenegro,1998,..
4294,Republic of North Macedonia,1998,9.651408
4295,Romania,1998,96.476601
4296,Russian Federation,1998,1406.588154
4297,Serbia,1998,56.209743
4298,Tajikistan,1998,2.756881
4299,Turkmenistan,1998,30.413274
4300,Ukraine,1998,306.499999
4301,Uzbekistan,1998,112.794673
4302,Former Soviet Union (if no detail),1998,x
4303,Former Yugoslavia (if no detail),1998,x
4304,Non-OECD Europe and Eurasia,1998,2342.565919
4305,Algeria,1998,57.524501
4306,Angola,1998,3.733818
4307,Benin,1998,1.21466
4308,Botswana,1998,3.6822
4309,Cameroon,1998,2.684373
4310,Congo,1998,0.326816
4311,Côte d'Ivoire,1998,4.8294
4312,Dem. Rep. of Congo,1998,1.273899
4313,Egypt,1998,97.785352
4314,Eritrea,1998,0.592788
4315,Ethiopia,1998,2.923389
4316,Gabon,1998,1.617797
4317,Ghana,1998,5.438717
4318,Kenya,1998,6.583467
4319,Libya,1998,35.346394
4320,Mauritius,1998,1.791592
4321,Morocco,1998,27.548587
4322,Mozambique,1998,1.155733
4323,Namibia,1998,2.020546
4324,Niger,1998,..
4325,Nigeria,1998,37.526018
4326,Senegal,1998,3.191916
4327,South Africa,1998,291.986701
4328,South Sudan,1998,..
4329,Sudan,1998,4.624786
4330,United Rep. of Tanzania,1998,2.377083
4331,Togo,1998,0.825618
4332,Tunisia,1998,16.097814
4333,Zambia,1998,2.030737
4334,Zimbabwe,1998,13.627038
4335,Other Africa,1998,19.652293
4336,Africa,1998,650.014033
4337,Bangladesh,1998,18.980911
4338,Brunei Darussalam,1998,4.313865
4339,Cambodia,1998,1.882193
4340,DPR of Korea,1998,59.646616
4341,India,1998,790.262887
4342,Indonesia,1998,243.051443
4343,Malaysia,1998,97.714667
4344,Mongolia,1998,8.508039
4345,Myanmar,1998,7.765554
4346,Nepal,1998,2.202562
4347,Pakistan,1998,86.569974
4348,Philippines,1998,69.434355
4349,Singapore,1998,37.047107
4350,Sri Lanka,1998,8.255429
4351,Chinese Taipei,1998,186.689398
4352,Thailand,1998,146.02567
4353,Viet Nam,1998,40.225201
4354,Other Asia,1998,10.590724
4355,Asia (excl. China),1998,1819.166595
4356,People's Rep. of China,1998,3020.716711
4357,"Hong Kong, China",1998,41.443865
4358,"China (incl. Hong Kong, China)",1998,3062.160576
4359,Argentina,1998,135.397736
4360,Bolivia,1998,6.939738
4361,Brazil,1998,270.965359
4362,Colombia,1998,59.350936
4363,Costa Rica,1998,4.551688
4364,Cuba,1998,26.051732
4365,Curaçao,1998,5.43361
4366,Dominican Republic,1998,15.806193
4367,Ecuador,1998,20.406811
4368,El Salvador,1998,5.207947
4369,Guatemala,1998,7.645175
4370,Haiti,1998,1.300996
4371,Honduras,1998,4.324058
4372,Jamaica,1998,9.461793
4373,Nicaragua,1998,3.358084
4374,Panama,1998,5.401175
4375,Paraguay,1998,4.019593
4376,Peru,1998,24.421357
4377,Suriname,1998,..
4378,Trinidad and Tobago,1998,9.478864
4379,Uruguay,1998,5.347509
4380,Venezuela,1998,119.70028
4381,Other Non-OECD Americas,1998,14.128915
4382,Non-OECD Americas,1998,758.699549
4383,Bahrain,1998,15.419684
4384,Islamic Rep. of Iran,1998,266.084309
4385,Iraq,1998,79.193675
4386,Jordan,1998,13.574961
4387,Kuwait,1998,38.846598
4388,Lebanon,1998,14.921432
4389,Oman,1998,15.278254
4390,Qatar,1998,20.426688
4391,Saudi Arabia,1998,220.203405
4392,Syrian Arab Republic ,1998,37.530355
4393,United Arab Emirates,1998,78.428724
4394,Yemen,1998,11.262898
4395,Middle East,1998,811.170983
4396,Canada,1999,494.760399
4397,Chile,1999,52.634704
4398,Mexico,1999,335.899921
4399,United States,1999,5563.874592
4400,OECD Americas,1999,6447.169616
4401,Australia,1999,328.805245
4402,Israel,1999,50.709178
4403,Japan,1999,1118.420244
4404,Korea,1999,378.15852
4405,New Zealand,1999,28.116261
4406,OECD Asia Oceania,1999,1904.209448
4407,Austria,1999,61.44494
4408,Belgium,1999,112.401484
4409,Czech Republic,1999,109.982816
4410,Denmark,1999,54.780958
4411,Estonia,1999,14.83727
4412,Finland,1999,56.031327
4413,France,1999,366.61764
4414,Germany,1999,814.959373
4415,Greece,1999,81.029466
4416,Hungary,1999,56.686536
4417,Iceland,1999,2.054977
4418,Ireland,1999,39.114385
4419,Italy,1999,417.730612
4420,Latvia,1999,7.410166
4421,Lithuania,1999,11.899931
4422,Luxembourg,1999,7.454772
4423,Netherlands,1999,160.906912
4424,Norway,1999,37.220763
4425,Poland,1999,302.800082
